업소명,도로명주소,주요음식,신청일자,지정일자,재지정일자
만나고쪽갈비,"강원도 춘천시 후석로 241, 나동 1층 (후평동)","등심,삼겹돼지갈비",2009-06-01,2009-06-01,2013-12-03
계백수제갈비강원직영점,강원도 춘천시 동면 만천로 82,"등심,갈비살,소갈비(소고기전문점)",2012-10-25,2012-11-29,
평창한우,강원도 춘천시 영서로 2505 (근화동),"등심,채끝,한정식",2014-10-21,2014-12-09,2017-12-06
본가회냉면,강원도 춘천시 영서로 3199 (신동),"닭갈비, 막국수",2009-06-01,2009-06-01,2010-06-30
만선,강원도 춘천시 공단로 64 (후평동),바다회,2010-06-30,2010-06-30,
돈우회관본점,강원도 춘천시 우묵들길 28 (퇴계동),돼지갈비,2014-10-21,2014-12-09,2015-11-23
머구리,강원도 춘천시 효자로 14 (퇴계동),바다회,2011-09-26,2011-12-01,2013-12-03
춘천후평점원조쌈밥집,"강원도 춘천시 후석로 278 (후평동, 1층)",삼겹살,2012-10-25,2012-11-29,
강원한우타운,"강원도 춘천시 지석로 11, 별관동 3층 (퇴계동, 춘천축산농협하이록한우타운)",한우전문점,2011-09-26,2011-12-01,2021-10-18
퇴골집오리숯불구이둘째아들점,"강원도 춘천시 춘천로 411 (후평동, 1층)",오리숯불구이,2010-06-30,2010-06-30,2014-12-09
갈비명가담소,강원도 춘천시 동면 만천로143번길 48,"등심,돼지갈비",2010-06-30,2010-06-30,2012-11-29
황토집,"강원도 춘천시 벌말길 54-1, 1층 (석사동)",한정식,2012-10-25,2012-11-29,2021-10-18
우물집,강원도 춘천시 남산면 강촌로 86 (2층),"숯불양념삽겹살,숯불닭갈비",2012-10-25,2012-11-29,2021-10-18
가미닭갈비,강원도 춘천시 동내면 영서로 1776,닭갈비,2013-10-31,2013-12-03,2014-12-09
오부자닭갈비막국수,강원도 춘천시 안마산로 22 (온의동),"닭갈비,막국수",2011-09-26,2011-12-01,2021-10-18
삼번지닭갈비,강원도 춘천시 동내면 공지로 70-63,닭갈비,2014-10-21,2014-12-09,2015-11-23
소양댐닭갈비,강원도 춘천시 신북읍 신샘밭로 746 (1층),"닭갈비,막국수",2013-10-31,2013-12-03,2021-10-18
바우갈비,"강원도 춘천시 춘천로176번길 9-1, 1층 (효자동)","갈비탕,돼지갈비",2013-10-31,2013-12-03,2021-10-18
더클래식,강원도 춘천시 동내면 공지로 76,뷔페,2014-10-21,2014-12-09,2021-10-18
뉴욕바닷가재,강원도 춘천시 동내면 대룡산길 19-11,바닷가재,2014-10-21,2014-12-09,2021-10-18
황가네,"강원도 춘천시 충혼길5번길 9-1 (퇴계동, 1층)","등심,소갈비살",2011-09-26,2011-12-01,2021-10-18
더존뷔페,"강원도 춘천시 춘천로 188, 9,10층 (효자동, 메가시티빌딩)",뷔페,2012-10-25,2012-11-29,2017-12-06
춘천호반닭갈비막국수,강원도 춘천시 남산면 강촌로 143,닭갈비,2011-09-26,2011-12-01,2012-11-29
류의자능이백숙,"강원도 춘천시 새롬공원길9번길 6-6 (석사동, 1층)",토종능이백숙,2011-09-26,2011-12-01,
원닭갈비,강원도 춘천시 동내면 세실로 36,"돼지갈비,삼겹살",2011-09-26,2011-12-01,
봉의산면옥,"강원도 춘천시 시청길 16 (조양동, 1층)","갈비탕,물냉면",2011-09-26,2011-12-01,
황토집숯불닭갈비,강원도 춘천시 신북읍 신샘밭로 656-9,"닭갈비,막국수",2012-10-25,2012-11-29,2015-11-23
돈카돈까(후평점),"강원도 춘천시 후석로 280 (후평동, 2층)",돈가스,2012-10-25,2012-11-29,2014-12-09
정자나루,강원도 춘천시 남산면 한치로 120,"오리백숙,닭백숙",2011-09-26,2011-12-01,2021-10-18
골목닭갈비,강원도 춘천시 금강로62번길 5 (조양동),"닭갈비,막국수",2013-10-31,2013-12-03,2019-10-31
육대장,"강원도 춘천시 만천로195번길 9, 1층 (후평동)",연잎찰밥정식,2011-09-26,2011-12-01,2012-11-29
한수라,"강원도 춘천시 우묵들길 34-1, 1층 (퇴계동)",갈비,2013-10-31,2013-12-03,2015-11-23
남춘천명물닭갈비,강원도 춘천시 충혼길5번길 3 (퇴계동),닭갈비,2012-10-25,2012-11-29,2021-10-18
만강,강원도 춘천시 동내면 외솔길19번길 61,"정식,생선회",2011-09-26,2011-12-01,2021-10-18
조약돌숯불닭갈비,"강원도 춘천시 낙원길 43 (낙원동, 1층)",닭갈비,2014-10-21,2014-12-09,2021-10-18
신일산감자탕,"강원도 춘천시 영서로 2305 (온의동, 1층)",감자탕,2012-10-25,2012-11-29,
샤브향,강원도 춘천시 동내면 외솔길19번길 64-8,"월남쌈,소고기샤브",2012-10-25,2012-11-29,2021-10-18
성우닭갈비,강원도 춘천시 동내면 춘천순환로 110,닭갈비,2012-10-25,2012-11-29,2021-10-18
돈까스와 뼈다귀,강원도 춘천시 충열로 282 (우두동),"돈까스,뼈다귀해장국",2012-10-25,2012-11-29,2021-10-18
한가득한우,"강원도 춘천시 후석로 368 (후평동, 1층)","한우등심,한우특수부위",2012-10-25,2012-11-29,2017-12-06
강촌설렁탕,강원도 춘천시 남산면 강촌로 395,"설렁탕,불고기",2012-10-25,2012-11-29,2019-10-31
치엔롱,"강원도 춘천시 중앙로68번길 12 (낙원동, 춘천관광호텔 2층)","자장면,탕수육",2015-10-08,2015-11-23,2021-10-18
이가등심,"강원도 춘천시 옥천길 45, 1층 (옥천동)",등심,2012-10-25,2012-11-29,2015-11-23
미반,"강원도 춘천시 충열로 1-39, 1층 (우두동)",소고기부페전문점,2012-10-25,2012-11-29,
마루샤브,"강원도 춘천시 퇴계로105번길 5, 4층 (퇴계동)",뷔페,2012-10-25,2012-11-29,2017-12-06
델모니코스,"강원도 춘천시 동면 순환대로 1154-106, 1~2층",경양식전문점,2012-10-25,2012-11-29,2021-10-18
지가닭갈비,"강원도 춘천시 안마산로 30, 1,2층 (온의동)",닭갈비,2012-10-25,2012-11-29,2017-12-06
한방손칼국수,"강원도 춘천시 닥나무길 17 (효자동, 1층)",칼국수,2020-10-05,2020-11-02,
경포대횟집,강원도 춘천시 새롬공원길 20 (석사동),회,2013-10-31,2013-12-03,2014-12-09
춘천원조숯불닭갈비,강원도 춘천시 효자로 9 (퇴계동),숯불닭갈비,2015-10-08,2015-11-23,2021-10-18
솔누리,강원도 춘천시 백령로 148-1 (효자동),묵은지김치전골,2013-10-31,2013-12-03,2016-11-23
갑부곱창구이,강원도 춘천시 춘천로185번길 16-6 (운교동),소곱창,2013-10-31,2013-12-03,
한우명가,강원도 춘천시 공단로 64 (후평동),등심,2013-10-31,2013-12-03,2016-11-23
주인장족발보쌈,강원도 춘천시 동내면 춘천순환로 114,족발,2018-11-08,2018-11-28,2021-10-18
설빙춘천점,"강원도 춘천시 중앙로67번길 18, 2층 (죽림동, 브라운상가1동 1201호)",,2013-11-06,2013-12-03,
봄봄닭갈비,"강원도 춘천시 신동면 풍류1길 34, 2층","닭갈비,막국수",2015-10-08,2015-11-23,2019-10-31
초원가,강원도 춘천시 보안길 71 (후평동),샤브샤브,2018-11-09,2018-11-28,
한정식아띠,"강원도 춘천시 우묵길78번길 7, 2층 (퇴계동)",돼지갈비,2013-10-31,2013-12-03,2019-10-31
돈까스맘,"강원도 춘천시 후석로 247, 6층 601호 (후평동, 후평프라자)",돈까스뷔페,2013-10-31,2013-12-03,2014-12-09
마적산닭갈비,강원도 춘천시 신북읍 신샘밭로 663,"닭갈비,막국수",2014-10-21,2014-12-09,2017-12-06
샘밭숯불닭갈비,강원도 춘천시 신북읍 신샘밭로 646,숯불닭갈비,2014-10-21,2014-12-09,2021-10-18
샘토숯불닭갈비남춘천역점,강원도 춘천시 우묵길52번길 10 (퇴계동),숯불닭갈비,2016-10-10,2016-11-28,2021-10-18
나능이능이버섯백숙춘천점,"강원도 춘천시 우묵길78번길 7, 1층 (퇴계동, 좌측)",능이버섯백숙,2014-10-21,2014-12-09,2021-10-18
동광한우프라자,강원도 춘천시 춘천로170번길 5 (운교동),"등심,갈비탕",2014-10-21,2014-12-09,2021-10-18
베네치아춘천점,"강원도 춘천시 중앙로67번길 18, 2층 (죽림동, 브라운상가 5동 )","스테이크,샐러드바",2014-10-21,2014-12-09,2017-12-06
착한돼지춘천명동점,"강원도 춘천시 중앙로67번길 18, 6201,6202호 (죽림동, 브라운상가 )","고기뷔페,샐러드바",2014-10-21,2014-12-09,2021-10-18
학곡리막국수닭갈비,"강원도 춘천시 공지로 29, 1층 (석사동)","막국수,닭갈비",2015-10-08,2015-11-23,2021-10-18
도쿄스시,"강원도 춘천시 중앙로67번길 18, 3동 2층 3201,3202호 (죽림동)",회초밥,2016-10-10,2016-11-28,2018-11-28
형제육회,"강원도 춘천시 스무숲길 34, 1층 (석사동)","모듬육회, 육회비빔밥",2019-08-08,2019-10-31,2021-10-18
다락,"강원도 춘천시 소양로 126, 1층 (소양로2가)","등심,숯불닭갈비",2015-10-08,2015-11-23,2021-10-18
이비가짬뽕춘천점,"강원도 춘천시 영서로 2652, 2층 (근화동)","짬뽕,탕수육",2015-10-08,2015-11-23,2021-10-18
춘천막국수체험박물관,"강원도 춘천시 신북읍 신북로 264, 2층","막국수, 편육",2016-10-10,2016-11-28,2018-11-28
두부마루소,"강원도 춘천시 동내면 영서로 1776, 1층","두부전골, 삼겹살",2016-10-10,2016-11-28,2017-12-06
고기굽는마을,"강원도 춘천시 후석로228번길 9, 1층 (후평동)",오리백숙능이,2015-10-08,2015-11-23,2018-11-28
돼지한마리(후평점),"강원도 춘천시 후석로326번길 12, 2층 (후평동)","돼지갈비, 삼겹살",2016-10-10,2016-11-28,2021-10-18
감미닭갈비,"강원도 춘천시 퇴계로 225, 1층 (석사동)",닭갈비,2015-10-08,2015-11-23,2021-10-18
하남돼지집,"강원도 춘천시 보안길 73, 1층 (후평동)","삼겹살,항정살",2015-10-08,2015-11-23,2021-10-18
9우미닭갈비만천점,"강원도 춘천시 동면 만천로143번길 46-4, 1층","닭갈비,막국수",2015-10-08,2015-11-23,2021-10-18
쿠우쿠우춘천직영점,"강원도 춘천시 지석로 80, 지하1층 (퇴계동, 시너스카펠라복합빌딩)",뷔페,2015-10-08,2015-11-23,2021-10-18
이바돔감자탕춘천점,"강원도 춘천시 후석로 17, 2층 (석사동)",감자탕,2016-10-10,2016-11-28,2017-12-06
인더키친춘천점,"강원도 춘천시 지석로 85, 2층 203, 204호 (석사동)","목살스테이크,샐러드, 스파게티",2016-10-10,2016-11-28,2021-10-18
호반한우구운교점,"강원도 춘천시 우묵길56번길 8, 1층 (퇴계동)",소갈비살,2016-10-10,2016-11-28,2021-10-18
꼬꼬메이플가든,"강원도 춘천시 동내면 동내로 195, 1,2층","닭갈비, 막국수",2016-10-10,2016-11-28,2021-10-18
임가네,"강원도 춘천시 새롬공원길 25, 1층 (석사동)","고기말이,등심",2021-10-18,2021-10-18,
산촌닭갈비,"강원도 춘천시 보안길 42-1, 1,2층 (후평동)",닭갈비,2020-10-05,2020-11-02,2021-10-18
육향가득한소담송하,"강원도 춘천시 동내면 춘천순환로 135, 1층","갈비살, 돼지갈비",2019-08-08,2019-10-31,2021-10-18
이군단막국수,"강원도 춘천시 신북읍 맥국2길 66, 1층",막국수,2018-11-08,2018-11-28,2021-10-18
춘천제일닭갈비,"강원도 춘천시 새롬공원길 22-1, 1층 (석사동)",닭갈비,2020-10-05,2020-11-02,2021-10-18
장호더그릴,"강원도 춘천시 신북읍 신샘밭로 682, 1~2층",닭갈비,2018-11-08,2018-11-28,2021-10-18
bhc후평점,"강원도 춘천시 서부대성로239번길 49-3, 1층 (후평동)",불고기,2018-11-08,2018-11-28,2020-11-02
소담송하(한양숯불구이),"강원도 춘천시 공단로 64, 1층 (후평동)",돼지갈비,2017-11-09,2017-12-06,2021-10-18
봉의산막국수,"강원도 춘천시 후석로 447-2, 1층 (후평동)",막국수,2017-11-03,2017-12-06,2021-10-18
춘천이동갈비,"강원도 춘천시 춘주로201번길 4, 1층 (퇴계동)",이동갈비,2018-11-08,2018-11-28,2021-10-18
미수라,강원도 춘천시 세실로208번길 4 (후평동),스테이크,2019-08-08,2019-10-31,2021-10-18
춘천1번지닭갈비막국수,"강원도 춘천시 신동면 김유정로 1397, 2층","막국수, 닭갈비",2018-11-09,2018-11-28,2021-10-18
원조갈비탕,"강원도 춘천시 시청길 32, 1층 110호 (조양동)",갈비탕,2019-08-08,2019-10-31,2021-10-18
하루일식,"강원도 춘천시 후석로 12, 5층 (석사동)",초밥정식,2019-08-08,2019-10-31,2021-10-18
소양강농원콩이랑두부랑,강원도 춘천시 사우벌길 15 (사농동),"두부전골, 두부구이",2019-08-08,2019-10-31,2020-11-02
춘천산닭 산속에닭갈비,"강원도 춘천시 옛경춘로 562-20, 가,나동 1층 (온의동)",닭갈비,2020-10-05,2020-11-02,2021-10-18
뚜레,"강원도 춘천시 동내면 순환대로 643, 가동 1,2층","등심,정육",2020-10-05,2020-11-02,2021-10-18
우성닭갈비본점,강원도 춘천시 동면 만천양지길 87,닭갈비,2019-08-08,2019-10-31,2021-10-18
순이네불쭈꾸미/닭볶음탕,"강원도 춘천시 우묵길70번길 13, 1층 (퇴계동)",쭈꾸미,2021-10-18,2021-10-18,
춘천명종닭갈비,"강원도 춘천시 동면 도일길 56, 1,2층",닭갈비,2020-10-05,2020-11-02,2021-10-18
화산아구찜,"강원도 춘천시 영서로 2305, 1층 (온의동)","족발,보쌈",2020-10-05,2020-11-02,2021-10-18
청키스시,"강원도 춘천시 보안길 19, 1층 (후평동)",일식,2021-10-18,2021-10-18,
상훈집,강원도 원주시 무실로12번길 13 (일산동),보쌈,2009-05-04,2009-06-03,2020-12-02
민생회관,"강원도 원주시 중앙로 46, 1층 (중앙동)","삼겹살,오리불고기",1999-08-03,1999-08-03,2013-10-31
지짐이,강원도 원주시 우산초교길 9 (우산동),"찌개,탕류",1999-08-03,1999-08-03,2006-09-22
안동반점,"강원도 원주시 중앙로 52, 지상1층 (중앙동)",중국식,2009-04-29,2009-06-03,2020-12-02
우정숯불갈비,"강원도 원주시 우산초교길 28-11 (우산동,,7)",돼지갈비,2001-08-24,2001-12-24,
영월장칼국수,강원도 원주시 장미공원길 74 (단계동),고기부페,1999-08-03,1999-08-03,
무궁화집,강원도 원주시 중평길 59 (평원동),한정식,1999-08-03,1999-08-03,2013-10-31
다원갈비,강원도 원주시 봉산1길 14 (봉산동),"등심,돼지갈비",2005-05-10,2005-07-25,2010-07-27
문막(서창)휴게소한식전문점,강원도 원주시 문막읍 개나루길 13 (문막(상)휴게소1동),한우국밥,2009-05-07,2009-06-03,2014-11-01
큰곰,강원도 원주시 판부면 영원산성길 46,닭도리탕,2014-04-14,2014-05-21,2020-12-02
유원골,강원도 원주시 우산초교길 20-13 (우산동),곰탕,1999-08-03,1999-08-03,2011-07-20
춘향골추어탕,강원도 원주시 도말리길 79-1 (개운동),추어탕,1999-08-03,1999-08-03,2002-08-20
민수네식당,강원도 원주시 우산초교길 7-6 (우산동),찌개백반,1999-08-03,1999-08-03,2002-08-20
진미양념통닭,강원도 원주시 우산로 66 (우산동),치킨,2022-06-24,2022-06-24,
여러막국수,강원도 원주시 평원로 38-1 (평원동),막국수,1999-08-03,1999-08-03,2002-08-20
경복궁의아침,강원도 원주시 행구로 12 (개운동),"한식,생선구이",2001-01-10,2001-01-10,2007-07-04
해운대숯불갈비,강원도 원주시 원문로 107-14 (단계동),냉면,2003-11-18,2003-11-18,
친구와보리밥,강원도 원주시 원일로 114 (중앙동),분식,1999-08-03,1999-08-03,2002-08-20
선매운탕,강원도 원주시 지정면 지정로 394,매운탕,2000-06-15,2000-06-15,2013-10-31
만웅곰탕,강원도 원주시 만대공원길 41 (무실동),곰탕,1999-08-03,1999-08-03,2002-08-20
아름드리,강원도 원주시 일산로 39-3 (일산동),알탕정식,1999-08-03,1999-08-03,2002-08-20
숯불무궁화갈비,강원도 원주시 남산로 80-2 (일산동),돼지갈비,1999-08-03,1999-08-03,2007-07-04
백송,강원도 원주시 감영길 11-2 (일산동),돌솥밥,1999-08-03,1999-08-03,
장수촌,강원도 원주시 판부면 치악로 1021-4,버섯전골,1999-08-03,1999-08-03,
태능솔밭갈비,강원도 원주시 북원상가길 6 (태장동),돼지갈비,2020-06-02,2020-06-02,2020-12-02
삼봉식당,강원도 원주시 소초면 황골로 261,"오리,토종닭,순두부",1999-08-03,1999-08-03,2009-08-24
정식당,강원도 원주시 중앙로 58-2 (중앙동),한식,1999-08-03,1999-08-03,2007-07-04
원주복집,강원도 원주시 단구로 27 (단계동),막국수,1999-08-03,1999-08-03,2010-07-27
한라맥주원주단계점,강원도 원주시 금불1길 18 (단계동),삼겹살,1999-08-03,1999-08-03,2011-07-20
밤골식당,"강원도 원주시 흥업면 북원로 1608, 지상1,2층",삼계탕,2006-06-02,2006-10-27,2020-12-02
명윤설렁탕,강원도 원주시 서원대로 165 (단계동),보쌈,2003-09-30,2003-11-18,2013-10-31
옛터숯불갈비,강원도 원주시 북원로2507번길 31 (우산동),"삼겹살,갈비",2000-06-15,2000-06-15,2020-12-02
오대산산채정식,강원도 원주시 남산로 105 (일산동),산채정식,1999-08-03,1999-08-03,2020-12-02
여수해물촌,강원도 원주시 북원로2485번길 26 (우산동),해물탕,2002-08-26,2003-02-15,2020-12-02
명륜동래래반점,"강원도 원주시 한지공원길 25-7 (명륜동, 외1필지)",자장면,2010-05-06,2010-06-24,2013-09-23
소담삼겹살,강원도 원주시 금불3길 21 (단계동),생고기,2001-01-10,2001-01-10,2002-08-20
서강염소탕우산점,강원도 원주시 우산초교길 56 (우산동),염소탕,1999-08-03,1999-08-03,
원주추어탕,"강원도 원주시 봄마중길 12, 1층 (반곡동, 101호)",추어탕,2009-10-19,2009-11-17,2013-10-31
오리마당,강원도 원주시 천매봉길 121 (단구동),숯불갈비,1999-08-03,1999-08-03,2009-08-24
일이삼떡볶이,"강원도 원주시 서원대로 180 (단계동,(2층))",아구찜,2001-01-10,2001-01-10,
명동숯불갈비,강원도 원주시 남원로 492-2 (단구동),돼지갈비,2016-05-04,2016-06-02,2020-12-02
